seed,arm,fold,periods,first_date,last_date,gross_return_annualised,net_return_annualised,net_sharpe,annualised_turnover,mean_cost_bp
9,B0,3,50,2020-05-12,2021-05-03,0.18020889895993353,0.16065274216511546,1.652975128464661,6.38064,3.8801898402416635
9,B0,4,50,2021-05-10,2022-04-28,-0.1414215661769698,-0.16076624326520625,-1.6761060349705013,6.294034285714285,3.838229580999302
9,B0,5,51,2022-05-05,2023-05-04,0.0955435231808116,0.07533419805288002,0.286567547148331,6.532235294117647,4.009786731732468
9,B0,6,50,2023-05-11,2024-05-02,0.010501431844881608,-0.009000186029494374,-0.1016751480650419,6.3504,3.869368625868244
9,B0,7,51,2024-05-09,2025-05-09,0.16811452538452593,0.14834248645921497,1.4412915357240432,6.591529411764706,3.9230235962918525
9,B1,0,12,2017-05-12,2018-04-13,-0.006188005593295579,-0.01536170009255208,-0.2971527142827295,2.85,7.644745416047087
9,B1,1,12,2018-05-14,2019-04-15,0.017502012089872836,0.010575548588357705,0.3589375981009387,2.2475510204081632,5.772052917929271
9,B1,2,12,2019-05-15,2020-04-14,0.13308922493282982,0.12626420099078925,2.353061308865101,2.1840816326530614,5.687519951700473
9,B1,3,12,2020-05-13,2021-04-14,0.22854763337578093,0.22249107660608364,1.5193366169936038,2.05,5.047130641414481
9,B1,4,12,2021-05-13,2022-04-12,-0.0917907018331881,-0.09840885370076488,-0.799822405219541,2.25,5.515126556313992
9,B1,5,12,2022-05-12,2023-04-14,0.15124644032979762,0.1446269319042586,0.7719228921769419,2.24,5.516257021282546
9,B1,6,12,2023-05-15,2024-04-16,-0.05652276720958918,-0.0634459474693976,-0.7225097093172584,2.3400000000000003,5.769316883173706
9,B1,7,12,2024-05-15,2025-04-17,0.03945090150727395,0.032380685683753,0.3001056562590007,2.4400000000000004,5.891846519600789
